"","IndLeafCode","Species","FreshL","FreshW","FreshH","FreshTH","Petole","Scanned","X3D","IndLeafCode.1","DryL","DryW","DryH","DryTH","X3D.1","DryWeight","Pixels","Areacm2","SLAcm2g.1","X","X.1","X.2","X.3","X.4","FG"
"510","TAOC3-1","TAOC",13.27,4.87,2.6,0.45,3.83,"YES","YES","TAOC3-1",12.52,3.55,2.59,0.23,"YES",0.763,614627,44.05919504,57.7446855,"",NA,NA,NA,NA,"G"
"511","TAOC3-2","TAOC",16,3.77,2.92,0.54,3.41,"YES","YES","TAOC3-2",14.4,3.28,2.09,0.25,"YES",1.416,931114,66.7463898,47.13728094,"",NA,NA,NA,NA,"G"
"512","TEGL1-1","TEGL",10.68,5.29,2.74,0.28,0.61,"YES","YES","TEGL1-1",9.63,2.71,1.57,0.38,"YES",0.363,450707,32.3086809,89.00463058,"",NA,NA,NA,NA,"F"
"513","TEGL1-2","TEGL",12.6,5.5,2.2,0.25,0.76,"YES","YES","TEGL1-2",10.51,4.23,3.41,0.23,"YES",0.475,669551,47.99639146,101.0450347,"",NA,NA,NA,NA,"F"
"514","TEGL2-1","TEGL",10.6,5.1,1.57,0.25,1.03,"YES","YES","TEGL2-1",9.49,3.18,1.43,0.22,"YES",0.564,485237,34.78394477,61.67366094,"",NA,NA,NA,NA,"F"
"515","TEGL2-2","TEGL",10.8,4.5,1.66,0.27,0.92,"YES","YES","TEGL2-2",9.12,2.42,2.31,0.26,"YES",0.534,472152,33.84595381,63.38193598,"",NA,NA,NA,NA,"F"
"516","TEGL3-1","TEGL",10.91,4.43,1.2,0.22,1.24,"YES","YES","TEGL3-1",10.13,3.87,0.93,0.13,"YES",0.379,473206,33.92150922,89.50266284,"",NA,NA,NA,NA,"F"
"517","TEGL3-2","TEGL",11.58,4.7,0.56,0.25,0.72,"YES","YES","TEGL3-2",7.04,4.28,4.04,0.14,"YES",0.311,506672,36.32050084,116.7861763,"",NA,NA,NA,NA,"F"
"518","TOFO1-1","TOFO",21.2,10.8,3.5,0.55,1.96,"YES","YES","TOFO1-1",17.3,9.4,2.11,0.54,"YES",1.67,1921808,137.7637388,82.49325677,"",NA,NA,NA,NA,"S"
"519","TOFO1-2","TOFO",15.6,6.4,1.23,0.57,1.07,"YES","YES","TOFO1-2",14.6,5.12,1.61,0.52,"YES",0.878,823923,59.06246252,67.2693195,"replaced DryL, previously 4.6. Transcription error. Sf 090619",NA,NA,NA,NA,"S"
"520","TOFO2-1","TOFO",14.78,7.07,2.24,0.61,0.77,"YES","YES","TOFO2-1",11.5,4.15,3.11,0.18,"YES",0.394,1014588,72.73017712,184.5943582,"",NA,NA,NA,NA,"S"
"521","TOFO2-2","TOFO",15.29,9.49,1.37,0.68,0.65,"YES","YES","TOFO2-2",13.13,6.01,2.45,0.32,"YES",0.858,1087970,77.99052502,90.89804781,"",NA,NA,NA,NA,"S"
"522","TOFO3-1","TOFO",17.5,10.8,3.11,0.44,1.03,"YES","YES","TOFO3-1",15.6,6.18,4.1,0.44,"YES",1.678,1758855,126.0825435,75.13858375,"",NA,NA,NA,NA,"S"
"523","TOFO3-2","TOFO",12.05,7.86,2.59,0.48,0.74,"YES","YES","TOFO3-2",12.18,7,1.82,0.48,"YES",1.097,891479,63.90517685,58.2544912,"",NA,NA,NA,NA,"S"
"524","VOTU3-1","VOTU",11.97,4.28,1.16,0.3,0.69,"YES","YES","VOTO3-1",9.75,3.2,2.6,0.2,"YES",0.204,508643,36.46179088,178.734269,"",NA,NA,NA,NA,"G"
"525","VOTU3-2","VOTU",9.55,3.32,0.52,0.33,0.77,"YES","YES","VOTO3-2",8.19,2.14,1.72,0.21,"YES",0.248,319003,22.86755283,92.20787432,"",NA,NA,NA,NA,"G"
"526","VOTU1-1","VOTU",11.1,3.8,1.52,0.29,0.92,"YES","YES","VOTU1-1",7.05,2.68,1.74,0.27,"YES",0.281,389340,27.9096216,99.3224968,"",NA,NA,NA,NA,"G"
"527","VOTU1-2","VOTU",11.6,3.4,1.94,0.22,0.76,"YES","YES","VOTU1-2",8.77,2.71,2.99,0.33,"YES",0.263,360450,25.838658,98.24584791,"",NA,NA,NA,NA,"G"
"528","VOTU2-1","VOTU",12.64,4.12,1.92,0.41,1.28,"YES","YES","VOTU2-1",9.03,1.1,3.38,0.26,"YES",0.523,524264,37.58157358,71.85769327,"",NA,NA,NA,NA,"G"
"529","VOTU2-2","VOTU",11.65,3.81,0.96,0.37,1.06,"YES","YES","VOTU2-2",6.03,1.56,3.52,0.24,"YES",0.362,468281,33.56846333,92.73056168,"",NA,NA,NA,NA,"G"
"530","XYAR1-1","XYAR",9.95,2.76,1.07,0.18,0.27,"YES","YES","XYAR1-1",9.5,1.94,1.11,0.23,"YES",0.214,294326,21.0985958,98.59156914,"",NA,NA,NA,NA,"S"
"531","XYAR1-2","XYAR",10.81,3.16,1.06,0.2,0.41,"YES","YES","XYAR1-2",10.19,2.45,1.84,0.15,"YES",0.272,364001,26.09320946,95.93091714,"",NA,NA,NA,NA,"S"
"532","XYAR2-1","XYAR",13.1,3.1,1.51,0.16,0.39,"YES","YES","XYAR2-1",12.75,2.77,1.44,0.16,"YES",0.322,432256,30.98603122,96.22991061,"",NA,NA,NA,NA,"S"
"533","XYAR2-2","XYAR",11.34,3.15,1.19,0.19,0.36,"YES","YES","XYAR2-2",10.89,2.84,1.09,0.15,"YES",0.293,363493,26.05679376,88.93103674,"",NA,NA,NA,NA,"S"
"534","XYAR3-1","XYAR",13.49,3.54,0.96,0.21,0.58,"YES","YES","XYAR3-1",12.01,3.3,1.9,0.18,"YES",0.356,479536,34.37527175,96.55975211,"",NA,NA,NA,NA,"S"
"535","XYAR3-2","XYAR",13.12,1.46,1.49,0.2,0.51,"YES","YES","XYAR3-2",11.62,3.51,2.7,0.15,"YES",0.372,483204,34.63821029,93.11346853,"",NA,NA,NA,NA,"S"
"536","ZEMO1-1","ZEMO",8.15,2.82,1.86,0.51,0.5,"YES","YES","ZEMO1-1",7.22,2.71,1.67,0.53,"YES",0.323,243327,17.44276081,54.00235546,"",NA,NA,NA,NA,"S"
"537","ZEMO1-2","ZEMO",14.11,5,3.55,0.54,0.61,"YES","YES","ZEMO1-2",14.04,4.25,2.46,0.5,"YES",1.459,644640,46.21066027,31.67283089,"",NA,NA,NA,NA,"S"
"538","ZEMO1-3","ZEMO",19,6.8,4.59,0.56,2.07,"YES","YES","ZEMO1-3",18.5,6.4,3.15,0.46,"YES",1.413,1193565,85.56004393,60.55204808,"",NA,NA,NA,NA,"S"
"539","ZEMO2-1","ZEMO",14.83,5,2.36,0.36,0,"YES","YES","ZEMO2-1",15.21,4.75,3.84,0.17,"YES",0.585,836512,59.96489799,102.5040991,"",NA,NA,NA,NA,"S"
"540","ZEMO2-2","ZEMO",9.75,2.97,1.25,0.24,0,"YES","YES","ZEMO2-2",9.3,3.08,1.29,0.17,"YES",0.267,358218,25.67865832,96.17475026,"",NA,NA,NA,NA,"S"
"541","ZEMO3-1","ZEMO",12.12,3.96,3.34,0.45,1.31,"YES","YES","ZEMO3-1",12.69,2.97,2.01,0.31,"YES",0.484,452709,32.45219316,67.04998587,"",NA,NA,NA,NA,"S"
"542","ZEMO3-2","ZEMO",13.08,3.12,2.44,0.41,0.92,"YES","YES","ZEMO3-2",12.75,2.8,1.64,0.28,"YES",0.423,440991,31.61219484,74.73332113,"",NA,NA,NA,NA,"S"
"543","ZETU1-1","ZETU",18.8,8.8,1.02,0.35,0.8,"YES","YES","ZETU1-1",15.8,7.6,1.834,0.25,"YES",0.538,1607809,115.2548949,214.2284293,"",NA,NA,NA,NA,"F"
"544","ZETU1-2","ZETU",12.87,5.44,0.67,0.3,0.8,"YES","YES","ZETU1-2",10.06,4.79,2.94,0.21,"YES",0.22,655643,46.99940421,213.6336555,"",NA,NA,NA,NA,"F"
"545","ZETU2-1","ZETU",13.1,8.66,1.09,0.19,0.3,"YES","YES","ZETU2-1",11.76,7.33,3.02,0.14,"YES",0.33,933182,66.89463324,202.7110098,"",NA,NA,NA,NA,"F"
"546","ZETU2-2","ZETU",17,9.83,0.81,0.13,0.33,"YES","YES","ZETU2-2",15.47,8.22,2.16,0.15,"YES",0.419,1518624,108.8617178,259.8131689,"",NA,NA,NA,NA,"F"
"547","ZETU3-1","ZETU",14.37,10.04,1.3,0.17,1.21,"YES","YES","ZETU3-1",13.16,8.22,2.33,0.15,"YES",0.408,1393225,99.87256011,244.7856865,"",NA,NA,NA,NA,"F"
"548","ZETU3-2","ZETU",17.5,10.07,0.82,0.21,0.78,"YES","YES","ZETU3-2",16.4,8.73,2.02,0.16,"YES",0.55,1607517,115.2339631,209.5162965,"",NA,NA,NA,NA,"F"
